Municipality;Address;Building;Year_of_listing;Year_of_construction;Period;Description;Full_address;Latitude;Longitude
Faaborg-Midtfyn;Kirkegyden 3;Hillerslev Hospital;1964;1769;Classicism;Kampestensbygningen (1769). Fredet 1964.;Kirkegyden 3, Faaborg-Midtfyn, Danmark;55,1302090;10,2132090
Faaborg-Midtfyn;Kirkestræde 11;Fåborg Hospital;1945;1835;Classicism;Forhuset (1835-36 af Jørgen Hansen Lang). Fredet 1945.;Kirkestræde 11, Faaborg-Midtfyn, Danmark;55,0965660;10,2453050
Faaborg-Midtfyn;Kirkevej 20;Sønder Nærå Præstegård;1945;1775;Classicism;Stuehuset (1775). Fredet 1945.;Kirkevej 20, Faaborg-Midtfyn, Danmark;55,3076060;10,4914280
Faaborg-Midtfyn;Lagonis Minde 11 A;Vester Mølle;1919;1790;Classicism;Forhuset (1790 af Hans Jørgen Lang). Fredet 1919.;Lagonis Minde 11 A, Faaborg-Midtfyn, Danmark;55,0989850;10,2404640
Faaborg-Midtfyn;Lagonis Minde 12;Lagonis Minde 12;1919;1822;Classicism;Forhuset (1822-26). Fredet 1919.*;Lagonis Minde 12, Faaborg-Midtfyn, Danmark;55,0990020;10,2410090
Faaborg-Midtfyn;Lydinge Mølle Vej 17;Lydinge Mølle;1959;1790;Classicism;Den firelængede møllegård, vandmøllen samt den nord for liggende bindingsværkslænge (eldste del af vandmøllen ca. 1790). Fredet 1959.*;Lydinge Mølle Vej 17, Faaborg-Midtfyn, Danmark;55,1819780;10,4063160
Faaborg-Midtfyn;Lyø Bygade 14;Den gamle Kro;1995;1800;Classicism;Stuehuset, det østre sidehus (første halvdel af 1800-tallet) og stalden mod vest samt brostensbelægningen i tilknytning to bebyggelsen. Fredet 1995.*;Lyø Bygade 14, Faaborg-Midtfyn, Danmark;55,0424870;10,1526240
Faaborg-Midtfyn;Lyø Bygade 16;Lyø Bygade 16;1995;1827;Classicism;Det trelængede husmandsted (1827) med stuehus, staldlænge mod vest og staldlænge mod nord, (tidl.) smedje samt stendiget mod Bygaden. Fredet 1995.*;Lyø Bygade 16, Faaborg-Midtfyn, Danmark;55,0425110;10,1532830
Faaborg-Midtfyn;Lyø Bygade 4;Lyø Bygade 4;1988;1800;Classicism;Den firelængede bondegård (stuehus og vestlænge før 1800, østlænge ca. 1825 og sydlænge ca. 1850) og arealet afgrænset af ejendommens matrikelskel indeholdende gårdsplads med frugttræ, brolagt møddingsplads og stengærde langs Bygaden med dets bevoksning samt den bagved dette liggende prydpark med frugttræer, buksbomhække og buske. Fredet 1988.*;Lyø Bygade 4, Faaborg-Midtfyn, Danmark;55,0420440;10,1499180
Faaborg-Midtfyn;Marsk Billesvej 2-4;Brobyværk Vandmølle;1979;1777;Classicism;Den firelængede møllegård with møllehus i øst og udløberlænge i vest (1777 og ombygget ca. 1850). Fredet 1979.*;Marsk Billesvej 2-4, Faaborg-Midtfyn, Danmark;55,2310378;10,2604213
Faaborg-Midtfyn;Mosetoften 3;Diernæs Hospital;1945;1786;Classicism;Kampestensbygningen (1786). Fredet 1945.*;Mosetoften 3, Faaborg-Midtfyn, Danmark;55,1069680;10,2941750
Faaborg-Midtfyn;Priorensgade 11;Welblunds Gård;1979;1820;Classicism;Forhuset (1820'rne) og det hermed sammenbyggede sidehus i to fag. Fredet 1979.*;Priorensgade 11, Faaborg-Midtfyn, Danmark;55,0924850;10,2492140
Faaborg-Midtfyn;Priorensgade 4;Priorensgade 4;1964;1821;Classicism;Forhuset (1821, forhøjet 1850-51). Fredet 1964. *;Priorensgade 4, Faaborg-Midtfyn, Danmark;55,0923530;10,2491960
Faaborg-Midtfyn;Præstegårds Allé 2;Nørre-Broby Præstegård;1924;1818;Classicism;Stuehuset og de to foranliggende avlslænger (1818) samt udhusbygningen i haven (ca. 1830). Fredet 1924.;Præstegårds Allé 2, Faaborg-Midtfyn, Danmark;55,2536240;10,2328910
Faaborg-Midtfyn;Reventlowsvej 1 B;Kildehuset;1985;ca. 1800;Classicism;Kildehuset. Fredet 1985.*;Reventlowsvej 1 B, Faaborg-Midtfyn, Danmark;55,1528630;10,3581280
Faaborg-Midtfyn;Reventlowsvej 2;Brahetrolleborg Vandmølle;1945;1792;Classicism;Stuehuset og den hermed sammenbyggede vandmølle (1792). Fredet 1945.;Reventlowsvej 2, Faaborg-Midtfyn, Danmark;55,1530440;10,3490370
Faaborg-Midtfyn;Reventlowsvej 3;Harehaven, tidl;1987;1825;Classicism;Godsforvalterboligen, Brahetrolleborg. Stuehus (ca. 1825-50). Fredet 1987.;Reventlowsvej 3, Faaborg-Midtfyn, Danmark;55,1496550;10,3446670
Faaborg-Midtfyn;Reventlowsvej 5 A-D;Reventlowsvej 5 A-D;1984;1800;Classicism;Beboelseshuset, udlængen og vaskehuset (ca. 1800). Fredet 1984.*;Reventlowsvej 5 A-D, Faaborg-Midtfyn, Danmark;55,1251242;10,2798958
Faaborg-Midtfyn;Rådhusgården 5;Rådhusgården 5;1977;1780;Classicism;Bindingsværksbygningen (1780'erne, tidl. pakhus to Vestergade 8). Fredet 1977.*;Rådhusgården 5, Faaborg-Midtfyn, Danmark;55,0967900;10,2410410
Faaborg-Midtfyn;Spanget 3 A-C, Korinth;Spanget 3 A-C, Korinth;1984;1800;Classicism;Beboelseshuset og udlængen (ca. 1800). Fredet 1984.*;Spanget 3 A-C, Korinth, Faaborg-Midtfyn, Danmark;55,1450507;10,3461595
Faaborg-Midtfyn;Spanget 5 A-D, Korinth;Spanget 5 A-D, Korinth;1984;1800;Classicism;Beboelseshuset og udlængen (ca. 1800). Fredet 1984.*;Spanget 5 A-D, Korinth, Faaborg-Midtfyn, Danmark;55,1450507;10,3461595
Faaborg-Midtfyn;Svendborgvej 452;Pilegård;1945;1800;Classicism;Hovedbygningen og den nærmest beliggende udhuslænge (ca. 1800). Fredet 1945.;Svendborgvej 452, Faaborg-Midtfyn, Danmark;55,0844540;10,3896960
Faaborg-Midtfyn;Svendborgvej 47;Krags Hospital;1950;1770;Classicism;Den grundmurede bygning med indskrifttavlen (1770). Fredet 1950.;Svendborgvej 47, Faaborg-Midtfyn, Danmark;55,0880860;10,2595670
Faaborg-Midtfyn;Søllingevej 61;Søllinge Skole;1954;1793;Classicism;Den gamle skolebygning (1793). Fredet 1954.;Søllingevej 61, Faaborg-Midtfyn, Danmark;55,2851520;10,5379810
Faaborg-Midtfyn;Søren Lundsvej 42;Mausoleum, Horne Kirkegård;1983;1825;Classicism;Mausoleet for slægten Bille-Brahe (1825 af G.F. Hetsch). Fredet 1983.;Søren Lundsvej 42, Faaborg-Midtfyn, Danmark;55,1061260;10,1741320
Faaborg-Midtfyn;Torvet 19;Faaborg Råd-, Ting- og Arresthus;1977;1839;Classicism;Rådhusbygningen (1839-40 af Jens Paul Jacobsen) samt arrestbygningen med støttemur (1930 af Andreas Jensen). Fredet 1977. Udvidet 1995.;Torvet 19, Faaborg-Midtfyn, Danmark;55,0951250;10,2419380
Faaborg-Midtfyn;Torvet 5;Torvet 5;1945;1817;Classicism;Forhuset med karnap (1817, bagsiden grundmuret 1911, gavlen mod Torvet 1957). Fredet 1945.*;Torvet 5, Faaborg-Midtfyn, Danmark;55,0949470;10,2426030
Faaborg-Midtfyn;Tårngade 6-8;Tårngade 6-8;1945;1761;Classicism;Forhuset (før 1761 og senere). Fredet 1945.*;Tårngade 6-8, Faaborg-Midtfyn, Danmark;55,0948423;10,2432860
Faaborg-Midtfyn;Tårnstræde 3;Tårnstræde 3;1945;1761;Classicism;Forhuset (før 1761, gadesiden grundmuret mellem 1837 og 1847). Fredet 1945.*;Tårnstræde 3, Faaborg-Midtfyn, Danmark;55,0945340;10,2437590
Faaborg-Midtfyn;Vestergade 1 E og 1 F;Vestergade 1 E og 1 F;1945;1837;Classicism;Pakhuset (1837) og det dermed sammenbyggede sidehus (1838). Fredet 1945.*;Vestergade 1 E og 1 F, Faaborg-Midtfyn, Danmark;;
Faaborg-Midtfyn;Vestergade 9;Vestergade 9;1978;1818;Classicism;Forhus (1818), sidehus samt gårdspladsens brolægning. Fredet 1978.;Vestergade 9, Faaborg-Midtfyn, Danmark;55,2353050;10,4763880
Faaborg-Midtfyn;Østergade 1 A;Poul Kinafarers Gård;1945;1760;Classicism;Pakhuset (1760'erne). Fredet 1945.*;Østergade 1 A, Faaborg-Midtfyn, Danmark;55,0954200;10,2431130
Faaborg-Midtfyn;Østergade 17;Den tidl;1919;1791;Classicism;Skole. Forhuset (1791, ombygget 1813 af Jørgen Hansen Lang). Fredet 1919.;Østergade 17, Faaborg-Midtfyn, Danmark;55,0949210;10,2444420
Faaborg-Midtfyn;Østergade 25;Østergade 25;1919;1761;Classicism;Forhuset (de westligste 2 1/2 fag fra før 1761, de fem østligste fag opført 1776, tilbygningen på bagsiden fra 1843). Fredet 1919.*;Østergade 25, Faaborg-Midtfyn, Danmark;55,2681490;10,3205560
Faaborg-Midtfyn;Østergade 45 A-B og 45 E-F;Mads Rasmussens Gård;1945;1844;Classicism;Forhuset (1844 af Hans Jørgen Lang) og baghuset (1760'erne, forhøjet og forlænget 1851). Fredet 1945.;Østergade 45 A-B og 45 E-F, Faaborg-Midtfyn, Danmark;;
Faaborg-Midtfyn;Assensvej 298;Solbjærggård;1990;1850;Historicism;Det firelængede sammenbyggede gårdanlæg (ca. 1850) med den brolagte gårdsplads. Fredet 1990.*;Assensvej 298, Faaborg-Midtfyn, Danmark;55,1343800;10,2011880
Faaborg-Midtfyn;Brahesvej 36;Birkelund;1990;1852;Historicism;"Det firelængede gårdanlæg (fritliggende stuehus 1852), """"kovehuset"""" (ca. 1750), den tilbyggede lade på sydfløjen samt den brolagte gårdsplads. Fredet 1990.*";Brahesvej 36, Faaborg-Midtfyn, Danmark;55,1288560;10,2293270
Faaborg-Midtfyn;Brændegårdsvej 3 C;Fiskerhytte ved Nørre Sø;1987;ca. 1900;Historicism;Fiskerhytten. Fredet 1987.;Brændegårdsvej 3 C, Faaborg-Midtfyn, Danmark;55,1464210;10,3668020
Faaborg-Midtfyn;Grønnebjerg 1 A;Egeskov Vindmølle;1959;1855;Historicism;Vindmøllen (1855). Fredet 1959.*;Grønnebjerg 1 A, Faaborg-Midtfyn, Danmark;;
Faaborg-Midtfyn;Grønnegade 73 A;Grønnegade 73 A;1985;1912;Historicism;Den enetages portbygning sammenbygget med Fåborg Kunstmuseum, Grønnegade 75, (1912-15 af Carl Petersen). Fredet 1985. Udvidet 1985.;Grønnegade 73 A, Faaborg-Midtfyn, Danmark;55,0960140;10,2425992
Faaborg-Midtfyn;Grønnegade 74-76;Grønnegade 74-76;2000;1916;Historicism;Hjørnehuset (1916 af Carl Petersen). Fredet 2000.*;Grønnegade 74-76, Faaborg-Midtfyn, Danmark;55,0960140;10,2425992
Faaborg-Midtfyn;Grønnegade 75;Faaborg Museum;1979;1912;Historicism;Museumsbygningen (1912-15 af Carl Petersen). Fredet 1979.*;Grønnegade 75, Faaborg-Midtfyn, Danmark;55,0945880;10,2469010
Faaborg-Midtfyn;Kirkevej 5;Kirkehøjgård;1990;1853;Historicism;"Det firelængede gårdanlæg (det fritliggende stuehus i syd ca. 1853, nordlængen 1778, vestlængen og østlængen 1850), den fritliggende udhusbygning ""kovehuset"" samt den brolagte gårdsplads. Fredet 1990.";Kirkevej 5, Faaborg-Midtfyn, Danmark;55,3088020;10,4900390
Faaborg-Midtfyn;Knoldsborgvej 6;Knoldsborg;1989;1878;Historicism;Det firelængede gårdanlæg, (det fritliggende bindingsværksstuehus 1845, granitstenslængerne 1878), grisestaldlængen med muren (1878), møddingpladsen, brolægningen og træet på gårdspladsen samt stendiget med udkigsplatform omkring haven. Fredet 1989.*;Knoldsborgvej 6, Faaborg-Midtfyn, Danmark;55,0762800;10,2050060
Faaborg-Midtfyn;Lundegårdsvej 44-46 (tidl;Lundegårdsvej 6);1944;1894;Historicism;Lundegård. Samtl. bygninger om den opr. gårdsplads undtagen stald fra ca. 1894 (hovedbygningen 1700-tallet, kælderen delvis ca. 1602, Ellen Marsvins lade 1636). Fredet 1944.*;Lundegårdsvej 44-46 (tidl, Faaborg-Midtfyn, Danmark;;
Faaborg-Midtfyn;Lyø Strandvej 2;Lyø Strandvej 2 (tidl;1995;1850;Historicism;Molevej 2 A). Stuehuset og stalden (ca. 1850). Fredet 1995.;Lyø Strandvej 2, Faaborg-Midtfyn, Danmark;55,0442670;10,1557610
Faaborg-Midtfyn;Nørremarksgyden 8, Ryslinge Mark;Kristen Kolds Hus;1945;1850;Historicism;Stuehuset og det hermed sammenbyggede udhus (1850 og senere). Fredet 1945.*;Nørremarksgyden 8, Ryslinge Mark, Faaborg-Midtfyn, Danmark;;
Faaborg-Midtfyn;Prices Havevej 38;Kaleko Mølle;1944;1855;Historicism;Vandmøllen, bestående af mølleriet, møllestuen og stuehuset (antagelig før 1643, tilbygget med fire fag ved den nordre gavl 1736, udvidet med en sidebygning ca. 1770) samt selve vandhjulet, det lille udhus i haven (ca. 1850)*, kostalden (1855), laden (1844) samt omgivelserne i form af dæmningen, broen, stemmeværket og malekarmen ved møllen, den pikstensbelagte gårdsplads, de øvrige stenpikninger omkring bygningerne, stendigerne samt stensætningerne ved mølledammen og bagslusen. Fredet 1944,. Udvidet 1979 og 2004.;Prices Havevej 38, Faaborg-Midtfyn, Danmark;55,0994360;10,2669840
Faaborg-Midtfyn;Prices Havevej 39;Gøngehuset;1994;1852;Historicism;Det seksfags ståtækte bindingsværkshus med halvvalmede gavle, opført på syld (1852, tidl. landarbejderhus og opført i fem fag som håndværkerhus med vævestue) samt brolægningen omkring huset. Fredet 1994.;Prices Havevej 39, Faaborg-Midtfyn, Danmark;55,1005850;10,2631190
Faaborg-Midtfyn;Reventlowsvej 1 N og P;Brahetrolleborg Hospital;1982;1850;Historicism;Hospitalsbygningen (1850). Fredet 1982.;Reventlowsvej 1 N og P, Faaborg-Midtfyn, Danmark;;
Faaborg-Midtfyn;Rynkebyvej 32;Rynkebygård;1983;1858;Historicism;Hovedbygningen og de to fritliggende sidefløje (1858). Fredet 1983.*;Rynkebyvej 32, Faaborg-Midtfyn, Danmark;55,2548520;10,4527530
Faaborg-Midtfyn;Sallingelunde 10;Sallingelunde Mølle;1996;1852;Historicism;Møllegården bestående af stuehuset og vandmøllebygningen (1852-53) samt gårdspladsen med brostensbelægning. Fredet 1996.*;Sallingelunde 10, Faaborg-Midtfyn, Danmark;55,2295560;10,3559730
Faaborg-Midtfyn;Smedegyden 8;Elmekilden;1992;1873;Historicism;Fæstehuset (1873 og forlænget i 1875 med stald og træskomagerværksted). Fredet 1992.*;Smedegyden 8, Faaborg-Midtfyn, Danmark;55,1743470;10,2591680
Faaborg-Midtfyn;Steensgaard 4;Steensgaard;1918;1904;Historicism;"Den trefløjede hovedbygning (det underste af vestfløjens midtparti senmiddelalderligt, portalen ca. 1640; nordfløjen, en del af sydfløjen og hjørnet mellem vest- og sydfløj 1700-tallet)* samt hestestaldsbygningen (1904, formentlig af Aage Langeland-Mathiesen). Fredet 1918. Udvidet 1991.";Steensgaard 4, Faaborg-Midtfyn, Danmark;55,1408340;10,1825930
Faaborg-Midtfyn;Trekanten 1;Stormgården;1980;1875;Historicism;Det firelængede anlæg (stuehuset ca. 1875, øvrige længer 1819). Fredet 1980.*;Trekanten 1, Faaborg-Midtfyn, Danmark;55,1740600;10,2000780
Faaborg-Midtfyn;Assensvej 513;Falsled Kro;1959;1700;Baroque and rococo;Det firefløjede bygningskompleks samt den fritliggende længe (eldste del 1700-tallet, grundmuret del 1852, ombygget ca. 1970). Fredet 1959.*;Assensvej 513, Faaborg-Midtfyn, Danmark;55,1529330;10,1483810
Faaborg-Midtfyn;Brahesvej 13;Svanninge Hospital, Stenhuset;1959;1700;Baroque and rococo;Kampestensbygningen (beg. af 1700-tallet) samt udhus i bindingsværk (ca. 1800). Fredet 1959.*;Brahesvej 13, Faaborg-Midtfyn, Danmark;55,1264540;10,2299680
Faaborg-Midtfyn;Brahesvej 29;Enggården;1990;1700;Baroque and rococo;Det sammenbyggede firelængede gårdanlæg (stuehuset beg. af 1700-tallet, ombygget i 1850, østlængen 1876, sydlængen 1873, vestlængen med dele fra beg. af 1700-tallet) og den brolagte gårdsplads. Fredet 1990.*;Brahesvej 29, Faaborg-Midtfyn, Danmark;55,1291990;10,2270820
Faaborg-Midtfyn;Bramstrup 1;Bramstrup;1918;1689;Baroque and rococo;"Den trefløjede hovedbygning (1689 og 1800-tallet), ""Fokkenborg"" (østre del første halvdel af 1700-tallet, vestre del beg. af 1800-tallet), magasinbygningen (1847), havehuset (første halvdel af 1800-tallet) og agerumsladen (beg. af 1700-tallet). Fredet 1918. Udvidet 1982.*";Bramstrup 1, Faaborg-Midtfyn, Danmark;55,3127520;10,3797910
Faaborg-Midtfyn;Bygaden 23;Lysholt;1983;1700;Baroque and rococo;Stuehuset og laden (1700-tallet). Fredet 1983.*;Bygaden 23, Faaborg-Midtfyn, Danmark;55,1723780;10,1935210
Faaborg-Midtfyn;Grønnegade 48;Jørgen Plougs og Hustrus Plejehus;1945;1700;Baroque and rococo;Forhuset (ca. 1700). Fredet 1945.;Grønnegade 48, Faaborg-Midtfyn, Danmark;55,0952790;10,2459120
Faaborg-Midtfyn;Hellerupvej 18-20;Hellerup;1918;1670;Baroque and rococo;Den tofløjede hovedbygning (1670 og senere). Fredet 1918.*;Hellerupvej 18-20, Faaborg-Midtfyn, Danmark;55,2851124;10,5677985
Faaborg-Midtfyn;Holkegade 1;Museet, Den gamle Gård;1919;1720;Baroque and rococo;Forhus og de dermed sammenbyggede side- og baghuse, lysthus mod havnen (ca. 1720, lysthuset ca. 1800), haven, den østlige hegnsmur samt støttemuren og hegnet mod havnen.Fredet 1919. Udvidet 1987.*;Holkegade 1, Faaborg-Midtfyn, Danmark;55,0954080;10,2408620
Faaborg-Midtfyn;Holkegade 2;Smedehusene;1919;1730;Baroque and rococo;De to sammenbyggede bindingsværksgavlhuse (1730). Fredet 1919.*;Holkegade 2, Faaborg-Midtfyn, Danmark;55,0954700;10,2401690
Faaborg-Midtfyn;Holkegade 3;Holkegade 3;1919;1720;Baroque and rococo;Forhuset og hermed sammenbygget sidehus (ca. 1720). Fredet 1919.*;Holkegade 3, Faaborg-Midtfyn, Danmark;55,0954790;10,2404920
Faaborg-Midtfyn;Karlsbjergvej 39 og 39 A-D;Brobygård;1924;1673;Baroque and rococo;Hovedbygningen (1673 og senere) med seks tilbyggede bindingsværkslænger mod nord (ca. 1850) samt lysthuset og smedien. Fredet 1924.;Karlsbjergvej 39 og 39 A-D, Faaborg-Midtfyn, Danmark;;
Faaborg-Midtfyn;Prices Havevej 40;Mor Oles Hus, tidl;1964;1652;Baroque and rococo;Kalekogård. Midtlænge (1652 og senere), østlænge (ca. 1820) og vestlænge (1810). Fredet 1964.*;Prices Havevej 40, Faaborg-Midtfyn, Danmark;55,0997320;10,2665420
Faaborg-Midtfyn;Tårnstræde 1 A;Tårnstræde 1 A;1945;1700;Baroque and rococo;Forhuset (før 1761, ombygget 1837-47) med sammenbygget baghus (1700-tallet). Fredet 1945.;Tårnstræde 1 A, Faaborg-Midtfyn, Danmark;55,0945990;10,2437620
Faaborg-Midtfyn;Vestergade 10 og Rådhusgården 7;Plougs Gaard;1918;1700;Baroque and rococo;Forhuset (ca. 1730, gennemgribende ombygget 1791, formentlig af Hans Jørgen Lang), det østlige sidehus (ca. 1800), baghuset (ca. 1850) samt de sydligste tre fag af det vestlige sidehus (1700-tallet, senere ombygget og forkortet). Fredet 1918. Udv. 1977.*;Vestergade 10 og Rådhusgården 7, Faaborg-Midtfyn, Danmark;;
Faaborg-Midtfyn;Vestergade 3;Vestergade 3;1919;1730;Baroque and rococo;Forhuset (ca. 1730 og senere). Fredet 1919.*;Vestergade 3, Faaborg-Midtfyn, Danmark;55,0965070;10,2404540
Faaborg-Midtfyn;Vestergade 8;Wedels Gård;1919;1730;Baroque and rococo;Forhuset (ca. 1730, forhøjet to to etager i 1790'erne). Fredet 1919. Udvidet 1977.*;Vestergade 8, Faaborg-Midtfyn, Danmark;55,0965030;10,2409070
Fanø;Barkvej 5;Barkvej 5;1950;1820;Classicism;Stuehuset på syv fag (ca. 1820). Fredet 1950.;Barkvej 5, Fanø, Danmark;55,4476110;8,4048620
Fanø;Barkvej 7;Barkvej 7;1950;1820;Classicism;Stuehuset på fem fag (ca. 1820). Fredet 1950.;Barkvej 7, Fanø, Danmark;55,4476400;8,4046880
Fanø;Bjerrevej 10;Bjerrevej 10;1950;1779;Classicism;Stuehuset på 11 fag (1779, udvidet med to fag før 1891, grundmuret før 1855). Fredet 1950.*;Bjerrevej 10, Fanø, Danmark;55,3467780;8,4695800
Fanø;Bjerrevej 11;Bjerrevej 11;1949;1807;Classicism;Stuehuset på ni fag (1807). Fredet 1949.*;Bjerrevej 11, Fanø, Danmark;55,3467520;8,4693130
Fanø;Digevej 19;Digevej 19;1978;1750;Classicism;Forhuset (ca. 1750, grundmuret 1800). Fredet 1978.*;Digevej 19, Fanø, Danmark;55,3503730;8,4722470
Fanø;Digevej 23;Digevej 23;1950;1819;Classicism;Stuehuset på otte fag (før 1819). Fredet 1950.*;Digevej 23, Fanø, Danmark;55,3504350;8,4731650
Fanø;Digevej 25;Digevej 25;1950;1837;Classicism;Stuehuset på syv fag (før 1837, udvidet med et fag 1855). Fredet 1950.*;Digevej 25, Fanø, Danmark;55,3504060;8,4736110
Fanø;Digevej 4;Digevej 4;1950;1793;Classicism;Stuehuset på 12 fag (før 1793). Fredet 1950.*;Digevej 4, Fanø, Danmark;55,3506080;8,4730370
Fanø;Digevej 6;Digevej 6;1950;1793;Classicism;Stuehuset på 12 fag (før 1793). Fredet 1950.*;Digevej 6, Fanø, Danmark;55,3505730;8,4734690
Fanø;Gammel Byvej 10;Gammel Byvej 10;1950;1807;Classicism;Stuehuset på ni fag (1807). Fredet 1950.*;Gammel Byvej 10, Fanø, Danmark;55,3493200;8,4700040
Fanø;Gammel Byvej 12;Gammel Byvej 12;1997;1797;Classicism;Længehusets østre halvdel (ca. 1797-99, ombygget 1845). Fredet 1997.;Gammel Byvej 12, Fanø, Danmark;55,3494340;8,4698480
Fanø;Gammel Byvej 14;Gammel Byvej 14;1997;1797;Classicism;Længehusets vestre halvdel (ca. 1797-99, ombygget 1845). Fredet 1997.*;Gammel Byvej 14, Fanø, Danmark;55,3494610;8,4697020
Fanø;Gammel Byvej 4;Gammel Byvej 4;2010;1805;Classicism;Beboelseshuset (1805) samt den tilhørende have. Fredet 2010.;Gammel Byvej 4, Fanø, Danmark;55,3488350;8,4701970
Fanø;Gammel Byvej 7;Jens Harrebys Hus;1971;1807;Classicism;Stuehuset (ca. 1807). Fredet 1971.*;Gammel Byvej 7, Fanø, Danmark;55,3487860;8,4706010
Fanø;Hovedgaden 41-43;Hovedgaden 41-43;1989;1820;Classicism;Længehuset (ca. 1820). Fredet 1989.*;Hovedgaden 41-43, Fanø, Danmark;55,4466099;8,4054014
Fanø;Hovedgaden 55;Hovedgaden 55;1989;1826;Classicism;Det stråtækte, grundmurede ellevefags længehus (1826). Fredet 1989.*;Hovedgaden 55, Fanø, Danmark;55,4458000;8,4044930
Fanø;Krogvej 11-13;Krogvej 11-13;1950;ca. 1800;Classicism;Stuehuset på syv fag. Fredet 1950.*;Krogvej 11-13, Fanø, Danmark;55,4477435;8,4045610
Fanø;Kropladsen 17;Kropladsen 17;1950;1750;Classicism;Stuehuset på 10 fag (ca. 1750, reduceret med to fag 1881). Fredet 1950.*;Kropladsen 17, Fanø, Danmark;55,3479870;8,4729850
Fanø;Kropladsen 2;Kropladsen 2;1985;1828;Classicism;Det syvfags hus (før 1828). Fredet 1985.*;Kropladsen 2, Fanø, Danmark;55,3477060;8,4716670
Fanø;Kåvervej 31;Den gamle fattiggård i Sønderho;1971;1840;Classicism;Den gamle fattiggård (ca. 1840). Fredet 1971.*;Kåvervej 31, Fanø, Danmark;55,3465050;8,4683650
